Date,SP500ClosedPrices,USTNoteClosedPrices
40023,1592.00,1.6524
40024,1611.14,1.6584
40025,1612.31,1.6747
40028,1637.06,1.6569
40029,1642.03,1.6517
40030,1637.81,1.6451
40031,1628.82,1.6457
40032,1650.73,1.6342
40035,1645.26,1.6441
40036,1624.91,1.6573
40037,1644.23,1.6512
40038,1655.66,1.6653
40039,1641.54,1.6683
40042,1602.06,1.6808
40043,1618.60,1.6761
40044,1629.92,1.6839
40045,1647.85,1.6864
40046,1678.84,1.6694
40049,1677.94,1.6814
40050,1681.92,1.6865
40051,1682.29,1.6870
40052,1687.16,1.6847
40053,1684.05,1.6858
40056,1670.52,1.6920
40057,1633.63,1.6969
40058,1628.66,1.7059
40059,1642.68,1.7021
40060,1664.34,1.6899
40064,1679.32,1.6864
40065,1692.48,1.6904
40066,1710.14,1.7077
40067,1708.18,1.7072
40070,1719.04,1.6993
40071,1724.45,1.6944
40072,1750.91,1.6941
40073,1745.80,1.7039
40074,1750.43,1.6947
40077,1744.47,1.6936
40078,1755.99,1.6974
40079,1738.32,1.7014
40080,1722.02,1.7045
40081,1711.53,1.7121
40084,1742.32,1.7182
40085,1738.48,1.7167
40086,1732.86,1.7147
40087,1688.24,1.7329
40088,1680.70,1.7275
40091,1705.73,1.7274
40092,1729.14,1.7227
40093,1734.74,1.7331
40094,1747.70,1.7244
40095,1757.60,1.7052
40099,1760.51,1.7108
40100,1791.47,1.7018
40101,1798.91,1.6957
40102,1784.35,1.7026
40105,1801.12,1.7063
40106,1789.93,1.7129
40107,1774.33,1.7068
40108,1793.34,1.7020
40109,1771.50,1.6926
40112,1750.75,1.6837
40113,1744.95,1.6992
40114,1711.09,1.7039
40115,1749.76,1.6928
40116,1700.67,1.7085
40119,1711.65,1.7045
40120,1715.81,1.6978
40121,1718.21,1.6897
40122,1751.45,1.6898
40123,1756.07,1.6941
40126,1795.56,1.6958
40127,1795.90,1.6976
40129,1786.66,1.7025
40130,1796.93,1.7052
40133,1823.29,1.7174
40134,1825.18,1.7182
40135,1824.61,1.7131
40136,1800.12,1.7170
40137,1794.65,1.7126
40140,1819.17,1.7157
40141,1818.31,1.7225
40142,1826.74,1.7276
40144,1795.70,1.7366
40147,1802.68,1.7384
40148,1824.54,1.7285
40149,1825.40,1.7264
40150,1810.13,1.7181
40151,1820.11,1.7061
40154,1815.70,1.7146
40155,1797.31,1.7207
40156,1804.10,1.7145
40157,1814.81,1.7069
40158,1821.80,1.7022
40161,1834.55,1.7027
40162,1824.37,1.6978
40163,1826.45,1.6968
40164,1804.96,1.7123
40165,1815.50,1.7053
40168,1834.59,1.6893
40169,1841.17,1.6808
40170,1845.80,1.6805
40171,1855.50,1.6750
40175,1857.89,1.6703
40176,1855.61,1.6759
40177,1856.14,1.6774
40178,1837.50,1.6724
40182,1867.06,1.6747
40183,1872.90,1.6814
40184,1874.73,1.6749
40185,1882.34,1.6751
40186,1887.77,1.6750
40189,1891.06,1.6773
40190,1873.32,1.6908
40191,1889.10,1.6809
40192,1893.72,1.6870
40193,1873.30,1.6938
40197,1896.72,1.6918
40198,1876.90,1.6972
40199,1841.39,1.7051
40200,1800.61,1.7031
40203,1808.93,1.7023
40204,1801.34,1.7024
40205,1810.21,1.6999
40206,1788.97,1.7010
40207,1771.40,1.7072
40210,1796.67,1.6989
40211,1819.99,1.7010
40212,1810.64,1.6934
40213,1754.30,1.7066
40214,1759.38,1.7116
40217,1744.37,1.7134
40218,1767.18,1.7042
40219,1763.69,1.6985
40220,1781.01,1.6962
40221,1776.50,1.6996
40225,1808.72,1.7043
40226,1816.70,1.6948
40227,1828.81,1.6867
40228,1833.09,1.6898
40231,1831.21,1.6881
40232,1809.05,1.7017
40233,1826.99,1.7015
40234,1823.64,1.7092
40235,1826.27,1.7108
40238,1844.87,1.7127
40239,1849.17,1.7133
40240,1850.24,1.7117
40241,1857.20,1.7139
40242,1883.28,1.7045
40245,1883.29,1.7005
40246,1886.60,1.7034
40247,1895.38,1.7004
40248,1903.68,1.6999
40249,1903.29,1.7032
40252,1904.19,1.7051
40253,1919.02,1.7109
40254,1930.22,1.7122
40255,1929.63,1.7081
40256,1919.80,1.7059
40259,1929.64,1.7112
40260,1943.70,1.7091
40261,1933.04,1.6883
40262,1929.75,1.6852
40263,1931.18,1.6892
40266,1942.51,1.6876
40267,1942.81,1.6888
40268,1936.48,1.6929
40269,1950.91,1.6876
40273,1966.44,1.6716
40274,1969.76,1.6768
40275,1959.04,1.6901
40276,1965.72,1.6857
40277,1978.86,1.6870
40280,1982.40,1.6934
40281,1983.91,1.6963
40282,2006.06,1.6911
40283,2007.74,1.6950
40284,1975.36,1.7043
40287,1984.32,1.7001
40288,2000.33,1.7004
40289,1998.31,1.7091
40290,2002.93,1.7045
40291,2017.19,1.6993
40294,2008.55,1.7006
40295,1961.60,1.7167
40296,1974.63,1.7066
40297,2000.34,1.7123
40298,1967.05,1.7211
40301,1992.87,1.7182
40302,1945.37,1.7289
40303,1933.25,1.7316
40304,1870.95,1.7471
40305,1842.32,1.7445
40308,1923.39,1.7321
40309,1917.25,1.7355
40310,1944.25,1.7308
40311,1920.76,1.7369
40312,1884.67,1.7447
40315,1887.11,1.7429
40316,1860.65,1.7605
40317,1851.28,1.7574
40318,1779.30,1.7770
40319,1806.05,1.7738
40322,1782.77,1.7798
40323,1783.40,1.7835
40324,1773.65,1.7797
40325,1832.61,1.7572
40326,1809.98,1.7653
40330,1778.99,1.7705
40331,1825.25,1.7617
40332,1832.72,1.7590
40333,1769.72,1.7799
40336,1745.87,1.7883
40337,1765.29,1.7831
40338,1754.91,1.7847
40339,1806.69,1.7664
40340,1815.26,1.7780
40343,1812.02,1.7769
40344,1854.61,1.7709
40345,1853.62,1.7771
40346,1856.25,1.7862
40347,1858.70,1.7824
40350,1851.55,1.7802
40351,1822.05,1.7907
40352,1816.65,1.7971
40353,1786.13,1.7948
40354,1791.24,1.7990
40357,1787.94,1.8110
40358,1732.55,1.8205
40359,1715.23,1.8231
40360,1709.77,1.8211
40361,1701.86,1.8162
40365,1710.97,1.8238
40366,1765.42,1.8164
40367,1782.10,1.8089
40368,1794.94,1.8057
40371,1796.30,1.8047
40372,1824.07,1.7962
40373,1823.82,1.8078
40374,1826.00,1.8158
40375,1773.43,1.8265
40378,1784.06,1.8217
40379,1804.48,1.8236
40380,1781.60,1.8344
40381,1821.76,1.8255
40382,1836.75,1.8168
40385,1857.34,1.8175
40386,1855.39,1.8095
40387,1842.66,1.8190
40388,1835.29,1.8186
40389,1835.40,1.8293
40392,1875.85,1.8235
40393,1866.87,1.8306
40394,1878.81,1.8254
40395,1876.51,1.8331
40396,1869.77,1.8437
40399,1880.06,1.8433
40400,1868.88,1.8518
40401,1817.13,1.8613
40402,1807.61,1.8575
40403,1800.39,1.8669
40406,1800.70,1.8820
40407,1823.18,1.8720
40408,1826.14,1.8715
40409,1795.24,1.8794
40410,1788.67,1.8748
40413,1781.47,1.8777
40414,1755.65,1.8920
40415,1761.62,1.8854
40416,1748.14,1.8937
40417,1777.60,1.8704
40420,1751.79,1.8868
40421,1752.55,1.8946
40422,1804.46,1.8802
40423,1820.98,1.8729
40424,1845.10,1.8623
40428,1824.05,1.8775
40429,1836.21,1.8705
40430,1845.09,1.8562
40431,1854.10,1.8512
40434,1875.41,1.8578
40435,1874.07,1.8678
40436,1880.74,1.8622
40437,1880.37,1.8573
40438,1881.93,1.8607
40441,1910.60,1.8661
40442,1905.74,1.8838
40443,1896.77,1.8867
40444,1880.97,1.8877
40445,1920.84,1.8790
40448,1909.98,1.8908
40449,1919.59,1.8996
40450,1914.84,1.8949
40451,1908.95,1.8930
40452,1917.42,1.8934
40455,1902.15,1.9000
40456,1941.82,1.9007
40457,1941.50,1.9125
40458,1938.31,1.9151
40459,1950.18,1.9141
40463,1957.92,1.9083
40464,1972.08,1.9099
40465,1964.90,1.8957
40466,1968.87,1.8868
40469,1983.17,1.8963
40470,1951.67,1.9012
40471,1972.51,1.9009
40472,1976.12,1.8904
40473,1980.83,1.8889
40476,1985.11,1.8882
40477,1985.13,1.8760
40478,1980.05,1.8633
40479,1982.45,1.8728
40480,1981.59,1.8831
40483,1983.47,1.8795
40484,1998.86,1.8851
40485,2006.58,1.8879
40486,2045.62,1.9012
40487,2053.77,1.8943
40490,2049.69,1.8915
40491,2033.85,1.8744
40492,2043.16,1.8849
40494,2010.57,1.8612
40497,2008.25,1.8341
40498,1976.26,1.8536
40499,1977.00,1.8473
40500,2007.38,1.8440
40501,2012.59,1.8480
40504,2009.52,1.8598
40505,1980.89,1.8643
40506,2010.56,1.8422
40508,1996.03,1.8501
40511,1993.83,1.8579
40512,1981.84,1.8617
40513,2024.97,1.8384
40514,2050.96,1.8341
40515,2056.40,1.8320
40518,2053.80,1.8429
40519,2054.89,1.8145
40520,2063.03,1.7939
40521,2071.12,1.8021
40522,2083.57,1.7866
40525,2084.00,1.7936
40526,2085.93,1.7687
40527,2075.29,1.7610
40528,2088.19,1.7755
40529,2089.95,1.7880
40532,2095.32,1.7890
40533,2108.26,1.7938
40534,2115.69,1.7878
40535,2112.37,1.7832
40539,2113.67,1.7916
40540,2115.32,1.7717
40541,2117.83,1.7892
40542,2114.70,1.7879
40543,2114.29,1.8005
